,score,studio,number_episodes,demographics,emission_type,month,members,action,comedy,ecchi,slice_of_life,sports,drama and romance,adventure and fantasy,mystery and horror,sci_fi and supernatural,Cluster
2096,7.4,tms_entertainment,37.0,seinen,tv,1.0,14348.0,0,0,0,0,0,0,0,1,0,0
2097,7.4,studio_deen,13.0,shoujo,tv,1.0,111878.0,1,0,0,0,0,0,1,1,0,0
2104,7.39,bones,25.0,shounen,tv,3.0,1080903.0,1,0,0,0,0,0,0,0,0,2
2106,7.39,tms_entertainment,1.0,shounen,ova,5.0,12744.0,0,1,0,0,0,0,1,1,0,0
2108,7.39,nippon_animation,24.0,kids,tv,10.0,4658.0,0,1,0,0,0,0,2,0,0,0
2110,7.39,otros_estudios,1.0,shounen,ova,3.0,8280.0,1,0,0,0,0,0,0,0,0,0
2111,7.39,gonzo,6.0,shounen,ova,9.0,112091.0,0,0,0,0,0,1,0,0,0,0
2113,7.39,otros_estudios,12.0,shounen,tv,1.0,489508.0,0,1,0,0,0,1,0,0,1,0
2116,7.39,otros_estudios,12.0,shounen,tv,1.0,347888.0,1,0,0,0,0,0,0,1,1,0
2118,7.39,otros_estudios,6.0,seinen,ona,12.0,7506.0,1,1,0,0,0,0,0,0,0,0
2119,7.39,j_c_staff,6.0,seinen,special,10.0,122150.0,1,1,0,0,0,0,0,0,0,0
2120,7.39,olm,1.0,kids,ona,5.0,17525.0,1,0,0,0,0,0,1,0,0,0
2124,7.39,studio_deen,26.0,seinen,tv,4.0,10488.0,1,1,0,0,0,0,0,0,0,0
2127,7.39,shin_ei_animation,1.0,seinen,ova,1.0,38268.0,0,1,0,0,0,0,0,0,0,0
2129,7.39,otros_estudios,39.0,shounen,tv,5.0,14181.0,0,0,0,0,1,0,0,0,0,0
2131,7.39,otros_estudios,2.0,seinen,ova,5.0,37765.0,0,0,0,1,0,0,0,0,1,0
2135,7.38,tms_entertainment,25.0,shounen,tv,10.0,21737.0,0,0,0,0,1,0,0,0,0,0
2136,7.38,tatsunoko_production,3.0,shounen,ova,10.0,38168.0,1,1,0,0,0,0,0,0,1,0
2138,7.38,otros_estudios,1.0,shoujo,movie,8.0,5423.0,0,0,0,1,0,0,0,0,0,0
2142,7.38,toei_animation,3.0,shoujo,special,4.0,22762.0,0,0,0,0,0,1,0,0,0,0
2143,7.38,sunrise,1.0,shounen,movie,6.0,8240.0,1,1,0,0,0,0,0,1,0,0
2151,7.38,j_c_staff,1.0,shounen,ova,2.0,22106.0,0,1,0,0,0,0,0,0,0,0
2153,7.38,sunrise,1.0,shounen,movie,3.0,5156.0,0,1,0,0,0,0,0,0,1,0
2156,7.38,pierrot,8.0,shounen,ova,3.0,7686.0,0,1,0,0,0,2,0,0,0,0
2166,7.38,otros_estudios,37.0,shounen,tv,6.0,3736.0,1,0,0,0,0,0,1,0,1,0
2167,7.38,pierrot,26.0,josei,tv,4.0,22902.0,1,1,0,0,0,1,1,0,1,0
2169,7.38,otros_estudios,12.0,shounen,tv,4.0,178533.0,0,1,0,1,0,0,0,0,0,0
2170,7.38,pierrot,1.0,shounen,movie,11.0,8511.0,0,1,1,1,0,2,1,0,0,0
2173,7.38,gonzo,24.0,seinen,tv,10.0,134046.0,1,1,1,0,0,0,1,0,1,0
2174,7.38,pierrot,52.0,shoujo,tv,4.0,20858.0,0,1,0,1,0,0,0,0,0,0
2175,7.38,studio_deen,1.0,seinen,movie,4.0,8641.0,1,1,0,0,0,1,0,0,0,0
2178,7.37,bones,1.0,shounen,ova,6.0,40686.0,1,1,0,0,0,0,1,0,0,0
2183,7.37,otros_estudios,1.0,seinen,ova,8.0,18023.0,0,1,0,1,0,0,0,0,0,0
2184,7.37,pierrot,1.0,shounen,ova,1.0,50921.0,1,0,0,0,0,0,1,0,0,0
2185,7.37,shaft,3.0,shounen,ova,10.0,161382.0,0,1,0,0,0,1,0,0,0,0
2186,7.37,otros_estudios,24.0,seinen,tv,8.0,49752.0,0,1,1,0,0,0,0,0,0,0
2188,7.37,olm,276.0,kids,tv,4.0,603809.0,1,1,0,0,0,0,2,0,0,2
2189,7.37,olm,93.0,kids,tv,10.0,161045.0,1,1,0,0,0,0,2,0,0,0
2190,7.37,j_c_staff,1.0,seinen,ova,3.0,147632.0,0,1,1,0,0,1,0,0,0,0
2195,7.37,pierrot,25.0,josei,tv,10.0,34103.0,1,1,0,0,0,1,1,0,1,0
2198,7.37,madhouse,12.0,seinen,tv,7.0,118135.0,1,0,0,0,0,1,0,0,0,0
2199,7.37,otros_estudios,1.0,shounen,ova,9.0,106306.0,0,1,1,0,0,0,1,0,1,0
2205,7.37,pierrot,50.0,shounen,tv,4.0,3151.0,0,1,0,0,0,0,0,0,1,0
2212,7.37,toei_animation,5.0,shoujo,ova,8.0,17388.0,0,0,0,0,0,1,0,0,0,0
2215,7.37,otros_estudios,1.0,shounen,movie,8.0,208646.0,1,0,0,0,0,0,2,0,0,0
2219,7.37,studio_deen,12.0,josei,tv,4.0,164160.0,1,0,0,0,0,1,0,0,1,0
2224,7.36,j_c_staff,1.0,shounen,ova,3.0,15719.0,0,1,0,1,0,0,0,0,0,0
2226,7.36,bones,2.0,shounen,special,2.0,127343.0,1,0,0,0,0,0,0,0,0,0
2227,7.36,otros_estudios,1.0,shounen,ova,4.0,39575.0,0,1,0,0,0,1,0,0,0,0
2228,7.36,sunrise,1.0,shounen,special,4.0,5836.0,0,0,0,0,0,0,0,0,0,0
2230,7.36,tms_entertainment,1.0,shounen,ova,3.0,15582.0,0,1,0,0,0,0,0,1,0,0
2232,7.36,otros_estudios,12.0,shounen,tv,7.0,279476.0,0,1,0,0,0,0,0,0,0,0
2234,7.36,pierrot,1.0,shounen,ova,4.0,6752.0,0,1,0,0,0,0,0,0,1,0
2239,7.36,brain_base,12.0,shounen,tv,1.0,130134.0,0,0,0,0,0,1,0,1,1,0
2241,7.36,otros_estudios,1.0,kids,movie,7.0,4013.0,0,0,0,0,0,1,2,0,0,0
2245,7.36,otros_estudios,72.0,shounen,tv,4.0,2544.0,0,0,0,0,1,0,0,0,0,0
2247,7.36,j_c_staff,1.0,josei,special,2.0,28195.0,0,1,0,0,0,1,0,0,0,0
2248,7.36,bones,4.0,josei,special,1.0,21281.0,0,0,0,0,0,2,0,0,0,0
2253,7.36,brain_base,13.0,shounen,ova,4.0,10102.0,1,0,0,0,0,0,1,1,1,0
2254,7.36,production_i_g,1.0,shounen,ova,4.0,15686.0,0,0,0,0,1,0,0,0,0,0
2256,7.36,otros_estudios,1.0,shounen,special,12.0,51851.0,0,1,0,0,0,1,0,0,0,0
2257,7.36,a_1_pictures,1.0,shoujo,movie,6.0,12024.0,0,1,0,0,0,1,0,0,0,0
2259,7.36,tms_entertainment,1.0,shounen,movie,9.0,12083.0,0,0,0,0,1,0,0,0,0,0
2264,7.35,otros_estudios,1.0,shounen,ova,3.0,135440.0,1,1,1,0,0,1,1,0,0,0
2268,7.35,tms_entertainment,1.0,shounen,ova,8.0,19095.0,0,0,0,0,1,0,0,0,0,0
2270,7.35,a_1_pictures,12.0,shounen,tv,1.0,723797.0,1,0,0,0,0,0,1,0,0,0
2271,7.35,otros_estudios,12.0,seinen,tv,10.0,146695.0,1,0,0,0,0,0,0,0,1,0
2272,7.35,otros_estudios,52.0,kids,tv,4.0,5798.0,0,1,0,0,0,1,2,0,0,0
2273,7.35,toei_animation,3.0,kids,ova,4.0,3130.0,0,0,0,1,0,1,2,0,0,0
2275,7.35,shin_ei_animation,1.0,seinen,movie,4.0,5498.0,0,1,0,0,0,0,0,0,1,0
2277,7.35,shin_ei_animation,1.0,kids,movie,3.0,7823.0,0,1,0,0,0,0,2,0,0,0
2280,7.35,group_tac,1.0,kids,movie,7.0,23946.0,0,0,0,0,0,1,1,1,0,0
2281,7.35,otros_estudios,23.0,shoujo,tv,4.0,8800.0,0,0,0,0,0,2,0,0,0,0
2283,7.35,madhouse,1.0,shounen,movie,6.0,12522.0,0,0,0,0,0,1,0,0,0,0
2284,7.35,otros_estudios,8.0,shounen,tv,1.0,256063.0,0,1,0,0,0,0,0,0,0,0
2285,7.35,otros_estudios,47.0,kids,tv,10.0,5117.0,0,1,0,0,1,0,0,0,0,0
2291,7.35,j_c_staff,1.0,shoujo,special,7.0,94119.0,0,1,0,0,0,0,0,0,0,0
2292,7.35,tms_entertainment,26.0,shounen,tv,10.0,11536.0,0,0,0,0,0,0,0,2,0,0
2293,7.35,tms_entertainment,26.0,shoujo,tv,4.0,7249.0,0,0,0,0,0,1,0,0,0,0
2299,7.35,sunrise,12.0,seinen,tv,4.0,81591.0,0,1,0,0,0,1,0,0,0,0
2301,7.35,shaft,12.0,shounen,tv,4.0,668218.0,0,1,0,0,0,1,0,0,0,0
2302,7.35,studio_deen,1.0,shounen,movie,8.0,16164.0,1,1,0,0,0,0,1,0,1,0
2304,7.35,otros_estudios,12.0,shoujo,tv,7.0,150484.0,1,1,0,0,0,0,0,0,0,0
2313,7.34,toei_animation,1.0,shounen,ova,11.0,50012.0,1,0,0,0,0,0,2,0,0,0
2314,7.34,a_1_pictures,1.0,seinen,special,12.0,8242.0,0,0,0,0,1,0,0,0,0,0
2317,7.34,otros_estudios,1.0,shounen,movie,2.0,22607.0,0,1,0,0,0,0,0,0,0,0
2318,7.34,otros_estudios,9.0,shounen,special,6.0,89580.0,0,1,0,0,0,0,0,0,1,0
2320,7.34,olm,1.0,kids,movie,7.0,183309.0,0,1,0,0,0,1,2,0,0,0
2322,7.34,pierrot,42.0,shounen,tv,7.0,64665.0,1,0,0,0,0,0,1,0,0,0
2327,7.34,otros_estudios,1.0,shounen,special,7.0,133459.0,1,0,0,0,0,1,0,0,0,0
2333,7.34,otros_estudios,1.0,shounen,movie,3.0,104791.0,1,1,1,0,0,1,1,0,0,0
2334,7.34,madhouse,11.0,shounen,ova,9.0,7328.0,0,1,0,0,0,0,1,0,1,0
2340,7.34,otros_estudios,1.0,shounen,movie,11.0,112399.0,1,1,0,0,0,0,0,0,0,0
2341,7.34,otros_estudios,12.0,shounen,tv,7.0,317321.0,0,1,0,0,0,2,0,0,0,0
2343,7.34,otros_estudios,11.0,seinen,tv,10.0,87507.0,0,0,0,0,0,1,0,0,0,0
2344,7.34,pierrot,16.0,shounen,special,6.0,22875.0,1,1,0,0,0,0,0,0,1,0
2345,7.34,otros_estudios,13.0,shounen,tv,10.0,282775.0,0,1,0,0,0,1,0,0,0,0
2346,7.34,pierrot,1.0,shounen,special,7.0,108124.0,1,0,0,0,0,0,2,0,0,0
2347,7.34,otros_estudios,128.0,shounen,tv,10.0,82719.0,0,0,0,0,1,0,0,0,0,0
2348,7.34,sunrise,1.0,shounen,movie,8.0,7889.0,1,1,0,0,0,0,0,1,0,0
2349,7.34,shin_ei_animation,1.0,kids,movie,3.0,7612.0,0,1,0,0,0,0,1,0,1,0
2351,7.34,toei_animation,1.0,shounen,movie,7.0,125509.0,1,1,0,0,0,0,2,0,1,0
2354,7.34,olm,3.0,seinen,ova,11.0,51080.0,1,1,0,0,0,0,0,0,0,0
2360,7.33,otros_estudios,3.0,seinen,ova,2.0,21756.0,0,1,0,0,0,1,0,0,1,0
2362,7.33,gonzo,23.0,shounen,tv,10.0,263578.0,1,0,0,0,0,0,1,0,1,0
2363,7.33,otros_estudios,1.0,shounen,movie,11.0,12654.0,0,0,0,0,0,1,0,0,0,0
2366,7.33,sunrise,1.0,shounen,movie,8.0,7401.0,1,1,0,0,0,0,0,1,0,0
2370,7.33,tms_entertainment,1.0,shounen,movie,4.0,5563.0,0,0,0,0,0,0,0,1,0,0
2371,7.33,otros_estudios,1.0,seinen,ova,11.0,24072.0,1,1,0,0,0,0,2,0,0,0
2372,7.33,otros_estudios,1.0,shounen,special,2.0,87063.0,0,0,0,0,0,0,1,0,0,0
2374,7.33,otros_estudios,12.0,seinen,tv,8.0,60568.0,1,0,0,0,0,0,0,1,1,0
2375,7.33,tokyo_movie_shinsha,26.0,kids,tv,4.0,4019.0,0,0,0,0,0,0,1,0,0,0
2376,7.33,otros_estudios,24.0,seinen,tv,4.0,54283.0,1,0,0,0,0,0,0,0,1,0
2379,7.33,tatsunoko_production,51.0,shoujo,tv,4.0,6405.0,0,0,0,0,0,0,0,0,0,0
2380,7.33,otros_estudios,44.0,shoujo,tv,4.0,13213.0,0,0,0,0,0,2,0,0,0,0
2384,7.33,tokyo_movie_shinsha,1.0,seinen,movie,4.0,11076.0,1,1,0,0,0,0,1,1,0,0
2385,7.33,tokyo_movie_shinsha,1.0,seinen,special,8.0,8237.0,1,1,0,0,0,0,1,1,0,0
2387,7.33,brain_base,7.0,shounen,ova,9.0,10315.0,0,1,0,0,0,0,1,0,1,0
2388,7.33,otros_estudios,13.0,seinen,tv,1.0,70995.0,0,1,0,1,0,0,0,0,0,0
2390,7.33,pierrot,1.0,shounen,movie,8.0,197751.0,1,0,0,0,0,0,2,0,0,0
2393,7.33,otros_estudios,4.0,shounen,special,12.0,53705.0,0,1,0,0,0,0,0,0,0,0
2395,7.33,otros_estudios,8.0,kids,ona,6.0,6380.0,0,1,0,0,0,0,1,0,0,0
2396,7.33,studio_deen,13.0,seinen,tv,7.0,75957.0,1,1,0,0,0,1,0,0,0,0
2399,7.33,j_c_staff,2.0,shounen,ova,5.0,118287.0,0,0,1,0,0,0,0,0,0,0
2400,7.33,toei_animation,1.0,shounen,movie,3.0,18672.0,0,0,0,0,1,0,0,0,0,0
2401,7.33,production_i_g,1.0,shounen,movie,1.0,21173.0,0,0,0,0,1,0,0,0,0,0
2406,7.32,otros_estudios,26.0,shounen,tv,4.0,5160.0,0,0,0,0,0,1,1,0,1,0
2410,7.32,otros_estudios,24.0,seinen,tv,1.0,155124.0,0,1,0,0,0,1,0,0,1,0
2411,7.32,otros_estudios,12.0,shounen,tv,4.0,298980.0,0,1,0,0,0,1,0,0,0,0
2413,7.32,otros_estudios,1.0,shounen,special,5.0,16083.0,0,0,0,1,0,0,1,0,1,0
2414,7.32,madhouse,1.0,shoujo,movie,7.0,30927.0,0,1,0,0,0,0,0,0,0,0
2416,7.32,shin_ei_animation,1.0,seinen,movie,4.0,6692.0,1,1,0,0,0,0,1,0,0,0
2417,7.32,brain_base,1.0,seinen,ova,9.0,62746.0,0,1,0,0,0,0,0,0,0,0
2420,7.32,tms_entertainment,1.0,shounen,ova,1.0,16371.0,0,1,0,0,0,0,1,1,0,0
2421,7.32,shin_ei_animation,1.0,kids,movie,3.0,9282.0,0,1,0,0,0,0,2,0,0,0
2422,7.32,shin_ei_animation,1.0,kids,movie,3.0,5279.0,0,1,0,0,0,0,2,0,0,0
2424,7.32,pierrot,1.0,shounen,movie,8.0,9718.0,0,0,0,0,0,0,1,0,1,0
2426,7.32,otros_estudios,1.0,shounen,movie,9.0,24204.0,1,1,0,0,0,0,0,0,0,0
2428,7.32,otros_estudios,12.0,seinen,tv,10.0,245744.0,0,1,0,0,0,0,0,0,0,0
2429,7.32,otros_estudios,1.0,seinen,special,7.0,8407.0,0,0,0,1,0,0,0,0,0,0
2432,7.32,production_i_g,3.0,shoujo,special,4.0,47233.0,0,1,0,0,0,1,0,0,0,0
2434,7.32,tms_entertainment,1.0,seinen,special,10.0,5552.0,1,1,0,0,0,0,1,1,0,0
2436,7.32,otros_estudios,51.0,shoujo,tv,1.0,5068.0,0,0,0,0,0,1,0,0,0,0
2438,7.32,toei_animation,1.0,shounen,movie,3.0,66257.0,1,0,0,0,0,0,2,0,0,0
2439,7.32,toei_animation,1.0,shounen,special,12.0,29934.0,1,0,0,0,0,0,2,0,0,0
2442,7.32,otros_estudios,11.0,josei,tv,4.0,45063.0,0,0,0,0,0,2,0,0,0,0
2447,7.32,j_c_staff,13.0,shounen,tv,4.0,495488.0,0,0,1,0,0,0,0,0,0,0
2450,7.32,j_c_staff,12.0,shoujo,tv,1.0,68386.0,0,0,0,0,0,1,2,0,0,0
2453,7.31,xebec,1.0,shounen,special,12.0,57280.0,0,1,0,0,0,1,0,0,0,0
2455,7.31,tms_entertainment,1.0,seinen,special,8.0,6729.0,1,1,0,0,0,0,1,1,0,0
2457,7.31,otros_estudios,12.0,seinen,tv,4.0,120678.0,0,0,0,0,0,1,0,0,0,0
2458,7.31,olm,1.0,kids,movie,7.0,113002.0,1,0,0,0,0,1,2,0,0,0
2461,7.31,studio_deen,1.0,shounen,special,12.0,19369.0,1,0,0,0,0,1,0,0,0,0
2475,7.31,production_i_g,1.0,shounen,movie,8.0,45018.0,1,0,0,0,0,1,2,0,0,0
2484,7.31,otros_estudios,26.0,seinen,tv,10.0,86980.0,0,1,0,0,1,0,0,0,0,0
2485,7.31,toei_animation,1.0,shoujo,special,12.0,24943.0,0,1,0,0,0,1,0,0,0,0
2487,7.31,madhouse,1.0,seinen,ova,4.0,7131.0,0,1,0,1,0,0,0,0,0,0
2488,7.31,shin_ei_animation,1.0,seinen,movie,7.0,2209.0,0,1,0,0,0,0,0,0,0,0
2489,7.31,tms_entertainment,1.0,shounen,ova,4.0,9703.0,0,1,0,0,0,0,1,1,0,0
2490,7.31,tms_entertainment,1.0,shounen,movie,2.0,6212.0,1,1,0,0,0,1,0,1,0,0
2491,7.31,otros_estudios,4.0,seinen,ova,5.0,60148.0,1,0,0,0,0,0,0,0,0,0
2493,7.31,toei_animation,1.0,shounen,movie,3.0,154996.0,1,1,0,0,0,0,2,0,1,0
2500,7.31,otros_estudios,2.0,seinen,ova,3.0,50604.0,1,0,0,0,0,1,0,0,0,0
2503,7.3,tms_entertainment,26.0,shounen,ona,6.0,377793.0,0,0,0,0,1,0,0,0,0,0
2504,7.3,xebec,26.0,shounen,tv,10.0,168516.0,1,0,0,0,0,0,0,0,1,0
2505,7.3,shin_ei_animation,1.0,kids,movie,3.0,10016.0,0,1,0,0,0,0,2,0,0,0
2506,7.3,j_c_staff,25.0,shounen,tv,4.0,229754.0,1,0,0,0,0,0,2,0,1,0
2509,7.3,bones,3.0,shounen,ova,3.0,69140.0,0,1,0,0,0,0,1,0,0,0
2515,7.3,otros_estudios,1.0,kids,movie,6.0,100417.0,0,0,0,0,0,0,0,0,0,0
2518,7.3,shin_ei_animation,13.0,kids,tv,10.0,4275.0,0,1,0,0,0,0,1,1,0,0
2522,7.3,j_c_staff,26.0,shounen,tv,1.0,25317.0,0,1,0,0,0,2,0,0,0,0
2523,7.3,pierrot,52.0,shoujo,tv,7.0,13944.0,0,1,0,0,0,1,1,0,1,0
2525,7.3,toei_animation,1.0,shoujo,movie,3.0,10542.0,0,0,0,0,0,1,0,0,0,0
2526,7.3,otros_estudios,1.0,shounen,ova,6.0,344713.0,0,0,0,0,0,0,0,0,1,0
2527,7.3,otros_estudios,26.0,shounen,tv,4.0,88445.0,1,0,1,0,0,0,1,0,0,0
2530,7.3,gonzo,24.0,shounen,tv,10.0,56499.0,1,1,0,0,0,0,0,0,0,0
2535,7.3,pierrot,50.0,shounen,tv,4.0,491512.0,1,0,0,0,0,1,1,0,0,0
2536,7.3,madhouse,13.0,seinen,ova,12.0,8376.0,1,0,0,0,0,1,1,0,1,0
2538,7.3,toei_animation,105.0,shounen,tv,10.0,10050.0,0,0,0,0,1,1,0,0,0,0
2539,7.3,pierrot,1.0,seinen,ova,9.0,242703.0,1,0,0,0,0,0,1,1,0,0
2544,7.3,otros_estudios,172.0,shoujo,tv,4.0,18828.0,0,1,0,0,0,2,2,0,0,0
2546,7.3,group_tac,25.0,shounen,tv,4.0,1269.0,0,1,0,0,0,0,1,0,1,0
2548,7.3,synergysp,51.0,shounen,tv,4.0,45427.0,1,1,0,0,0,0,0,0,1,0
2551,7.29,madhouse,26.0,shoujo,tv,4.0,18820.0,0,0,0,0,0,0,0,1,1,0
2555,7.29,otros_estudios,5.0,seinen,ova,2.0,52366.0,0,1,0,0,0,1,0,0,1,0
2557,7.29,pierrot,51.0,shoujo,tv,10.0,1412.0,0,1,0,0,0,0,0,0,0,0
2559,7.29,pierrot,1.0,shounen,special,10.0,37564.0,1,1,0,0,0,0,0,0,1,0
2560,7.29,bones,1.0,shounen,special,3.0,179268.0,1,0,0,0,0,0,0,0,0,0
2562,7.29,madhouse,12.0,seinen,tv,10.0,828960.0,1,0,0,0,0,0,0,0,1,2
2574,7.29,gallop,86.0,shounen,tv,10.0,3822.0,0,1,0,0,0,1,0,0,0,0
2575,7.29,otros_estudios,3.0,shounen,ova,10.0,55889.0,1,0,0,0,0,0,0,0,1,0
2576,7.29,otros_estudios,1.0,shounen,ova,9.0,104194.0,0,1,0,0,0,0,0,0,1,0
2580,7.29,tokyo_movie_shinsha,50.0,seinen,tv,3.0,21107.0,1,1,0,0,0,0,1,0,0,0
2582,7.29,otros_estudios,47.0,shoujo,tv,5.0,3110.0,0,0,0,0,0,0,0,0,0,0
2586,7.29,pierrot,1.0,shounen,movie,8.0,284736.0,1,0,0,0,0,0,2,0,0,0
2590,7.29,olm,1.0,kids,movie,7.0,110364.0,1,1,0,0,0,1,2,0,0,0
2592,7.29,studio_deen,12.0,shounen,tv,4.0,591083.0,0,1,1,0,0,1,0,1,1,0
2593,7.29,otros_estudios,2.0,shounen,ova,7.0,61074.0,0,1,0,0,0,1,0,0,0,0
2595,7.29,otros_estudios,13.0,shounen,tv,1.0,113930.0,1,1,0,0,0,0,1,0,0,0
2597,7.29,nippon_animation,23.0,kids,tv,10.0,2594.0,0,1,0,0,0,0,2,0,0,0
2603,7.28,toei_animation,137.0,shounen,tv,4.0,11565.0,0,1,0,0,1,0,1,0,0,0
2604,7.28,production_i_g,1.0,shounen,special,12.0,47981.0,0,0,0,0,1,0,0,0,0,0
2605,7.28,tokyo_movie_shinsha,1.0,seinen,movie,12.0,10779.0,1,1,0,0,0,0,1,1,0,0
2606,7.28,otros_estudios,1.0,seinen,movie,5.0,12855.0,1,0,0,0,0,1,1,0,0,0
2613,7.28,xebec,12.0,shounen,tv,10.0,322790.0,0,1,1,0,0,0,0,0,1,0
2614,7.28,pierrot,1.0,shounen,movie,8.0,254807.0,1,0,0,0,0,0,2,0,0,0
2615,7.28,otros_estudios,1.0,seinen,ova,8.0,42283.0,0,0,1,0,0,1,0,1,0,0
2616,7.28,otros_estudios,24.0,shoujo,tv,1.0,224781.0,0,1,0,0,0,1,0,0,0,0
2618,7.28,olm,1.0,kids,movie,12.0,22873.0,1,1,0,0,0,0,2,0,0,0
2620,7.28,j_c_staff,12.0,seinen,tv,7.0,16376.0,0,1,0,0,0,0,0,0,0,0
2623,7.28,shaft,9.0,seinen,tv,2.0,110813.0,0,1,0,0,0,2,0,0,0,0
2627,7.28,otros_estudios,13.0,seinen,tv,7.0,234710.0,1,1,1,0,0,0,0,0,0,0
2628,7.28,otros_estudios,12.0,shoujo,tv,4.0,81410.0,0,0,0,1,0,0,0,0,0,0
2634,7.28,xebec,50.0,shounen,tv,10.0,2271.0,0,1,0,0,0,0,1,0,1,0
2636,7.28,pierrot,4.0,shounen,ova,12.0,12835.0,1,1,0,0,0,0,1,0,1,0
2638,7.28,otros_estudios,50.0,shounen,tv,10.0,189090.0,0,0,0,0,1,0,0,0,0,0
2640,7.28,a_1_pictures,1.0,shounen,special,10.0,130902.0,0,0,0,0,0,0,1,0,0,0
2642,7.28,toei_animation,3.0,shoujo,ova,12.0,10000.0,0,1,0,0,0,2,2,0,0,0
2644,7.28,otros_estudios,13.0,shounen,tv,4.0,416134.0,0,1,0,0,0,1,0,0,0,0
2645,7.28,otros_estudios,1.0,shounen,ova,11.0,63503.0,0,1,0,0,0,1,0,0,0,0
2646,7.28,otros_estudios,47.0,shounen,tv,10.0,28748.0,0,0,0,0,1,0,0,0,0,0
2649,7.28,shin_ei_animation,1.0,seinen,movie,4.0,7418.0,1,1,0,0,0,0,1,0,0,0
2653,7.28,tms_entertainment,7.0,shounen,special,3.0,5849.0,0,1,0,0,0,0,1,1,0,0
2654,7.28,j_c_staff,12.0,shounen,tv,4.0,98598.0,0,1,0,0,0,1,0,0,0,0
2656,7.28,pierrot,1.0,shounen,special,1.0,9502.0,0,1,0,0,0,0,0,0,1,0
2657,7.28,production_i_g,1.0,shoujo,special,7.0,93417.0,0,0,0,0,0,1,0,0,0,0
2658,7.28,madhouse,1.0,shounen,movie,12.0,169759.0,1,0,0,0,0,0,2,0,0,0
2661,7.28,a_1_pictures,13.0,shounen,tv,10.0,164991.0,0,1,0,0,0,0,0,0,1,0
2663,7.27,toei_animation,1.0,shounen,special,3.0,46044.0,0,0,0,0,1,0,0,0,0,0
2667,7.27,nippon_animation,17.649098474341194,shoujo,tv,4.0,5169.0,0,1,0,1,0,0,0,0,0,0
2672,7.27,otros_estudios,12.0,seinen,tv,1.0,89763.0,0,1,0,1,0,0,0,0,0,0
2678,7.27,madhouse,1.0,shounen,movie,1.0,188545.0,1,0,0,0,0,0,2,0,0,0
2682,7.27,otros_estudios,13.0,shoujo,tv,4.0,12317.0,0,0,0,0,0,2,2,0,0,0
2685,7.27,toei_animation,92.0,shounen,tv,12.0,16849.0,1,0,0,0,0,1,0,0,1,0
2687,7.27,shaft,13.0,shounen,tv,10.0,20296.0,0,1,0,0,0,1,0,0,1,0
2688,7.27,otros_estudios,11.0,josei,tv,7.0,80660.0,0,0,0,0,0,2,0,0,1,0
2690,7.27,otros_estudios,1.0,seinen,ova,1.0,4865.0,0,0,0,0,0,0,0,0,0,0
2691,7.27,a_1_pictures,1.0,shoujo,movie,9.0,70854.0,0,0,0,0,0,2,0,0,0,0
2694,7.27,j_c_staff,6.0,seinen,special,9.0,3853.0,0,1,0,0,0,0,0,0,0,0
2695,7.27,madhouse,12.0,seinen,tv,1.0,46827.0,1,0,0,0,0,1,0,0,1,0
2696,7.27,otros_estudios,6.0,shoujo,special,9.0,18587.0,1,1,0,0,0,0,0,0,0,0
2699,7.27,otros_estudios,12.0,shounen,tv,1.0,75104.0,1,0,0,0,0,0,0,1,1,0
2703,7.27,toei_animation,12.0,shounen,ova,9.0,3617.0,1,1,0,0,0,0,0,0,0,0
2713,7.26,xebec,6.0,shounen,ova,4.0,171927.0,0,1,1,0,0,0,0,0,1,0
2717,7.26,lidenfilms,1.0,shounen,ona,8.0,56552.0,0,1,0,0,0,0,0,0,1,0
2719,7.26,tms_entertainment,50.0,seinen,tv,10.0,17271.0,1,0,0,0,0,2,0,1,0,0
2720,7.26,gallop,51.0,shoujo,tv,10.0,3005.0,0,1,0,0,0,0,2,0,0,0
2722,7.26,brain_base,10.0,seinen,tv,7.0,665213.0,1,1,0,0,0,0,1,0,0,0
2723,7.26,otros_estudios,26.0,shoujo,tv,7.0,225885.0,0,0,0,0,0,2,0,0,0,0
2727,7.26,shin_ei_animation,1.0,seinen,movie,4.0,7624.0,0,0,1,0,0,0,1,0,0,0
2728,7.26,otros_estudios,50.0,shounen,tv,10.0,32491.0,1,0,0,0,0,0,1,0,1,0
2729,7.26,toei_animation,1.0,kids,movie,3.0,51376.0,0,1,0,0,0,1,1,0,1,0
2732,7.26,bones,1.0,shounen,movie,7.0,180072.0,1,0,0,0,0,1,2,0,0,0
2737,7.26,bones,26.0,shounen,tv,4.0,56934.0,0,1,0,0,1,1,0,0,1,0
2738,7.26,toei_animation,1.0,shounen,movie,8.0,8385.0,0,0,0,0,0,0,1,0,1,0
2740,7.26,madhouse,12.0,shounen,tv,10.0,81286.0,0,1,0,0,0,0,0,0,1,0
2745,7.26,studio_deen,26.0,shounen,tv,4.0,37816.0,0,1,0,0,0,0,0,1,1,0
2747,7.26,j_c_staff,26.0,shounen,tv,4.0,163066.0,1,0,0,0,0,1,0,0,1,0
2748,7.26,gallop,35.0,shoujo,tv,7.0,4385.0,0,0,0,0,0,1,1,0,0,0
2749,7.26,studio_deen,3.0,shounen,ova,1.0,12825.0,0,1,0,0,0,0,2,0,0,0
2752,7.26,olm,191.0,kids,tv,9.0,139269.0,1,1,0,0,0,0,2,0,0,0
